# t_fs photon_number total_excited_population excited_per_molecule total_excitation Z ReP ImP
1.619999999999999929e+01 4.893291951412275242e-01 5.106708048587732529e-01 1.021341609717546506e-01 1.000000000000000888e+00 6.331889034402459204e-01 9.170277413993853377e-02 0.000000000000000000e+00
1.625000000000000000e+01 4.965013306002308280e-01 5.034986693997700602e-01 1.006997338799540120e-01 1.000000000000000888e+00 6.377628100944963130e-01 9.055929747637593563e-02 0.000000000000000000e+00
1.630000000000000071e+01 5.036811318248728409e-01 4.963188681751282139e-01 9.926377363502564277e-02 1.000000000000001110e+00 6.423580925349240411e-01 8.941047686626900359e-02 0.000000000000000000e+00
1.635000000000000142e+01 5.108670743314013274e-01 4.891329256685994498e-01 9.782658513371988995e-02 1.000000000000000888e+00 6.469738225562200462e-01 8.825654436094500233e-02 0.000000000000000000e+00
1.640000000000000213e+01 5.180576255969319144e-01 4.819423744030687518e-01 9.638847488061375035e-02 1.000000000000000666e+00 6.516090528725135833e-01 8.709773678187161805e-02 0.000000000000000000e+00
1.644999999999999929e+01 5.252512454200649605e-01 4.747487545799358721e-01 9.494975091598717443e-02 1.000000000000000888e+00 6.562628171409053968e-01 8.593429571477366469e-02 0.000000000000000000e+00
1.650000000000000000e+01 5.324463856837750031e-01 4.675536143162259406e-01 9.351072286324518812e-02 1.000000000000000888e+00 6.609341297181440256e-01 8.476646757046400749e-02 0.000000000000000000e+00
1.655000000000000071e+01 5.396414915426342995e-01 4.603585084573663666e-01 9.207170169147327332e-02 1.000000000000000666e+00 6.656219862791816766e-01 8.359450343020458085e-02 0.000000000000000000e+00
1.660000000000000142e+01 5.468350018123621092e-01 4.531649981876387234e-01 9.063299963752774469e-02 1.000000000000000888e+00 6.703253639904922512e-01 8.241865900237696496e-02 0.000000000000000000e+00
1.665000000000000213e+01 5.540253489698236944e-01 4.459746510301770828e-01 8.919493020603541655e-02 1.000000000000000888e+00 6.750432215100705680e-01 8.123919462248237189e-02 0.000000000000000000e+00
1.669999999999999929e+01 5.612109594385485956e-01 4.387890405614522371e-01 8.775780811229044742e-02 1.000000000000000888e+00 6.797744991233056755e-01 8.005637521917358113e-02 0.000000000000000000e+00
1.675000000000000000e+01 5.683902535735636530e-01 4.316097464264370687e-01 8.632194928528741373e-02 1.000000000000000666e+00 6.845181186052027300e-01 7.887047034869930362e-02 0.000000000000000000e+00
1.680000000000000071e+01 5.755616464310392422e-01 4.244383535689613685e-01 8.488767071379227369e-02 1.000000000000000666e+00 6.892729837358945177e-01 7.768175406602638444e-02 0.000000000000000000e+00
1.685000000000000142e+01 5.827235486250201824e-01 4.172764513749804838e-01 8.345529027499609676e-02 1.000000000000000666e+00 6.940379808348881019e-01 7.649050479127798841e-02 0.000000000000000000e+00
1.690000000000000213e+01 5.898743663312198127e-01 4.101256336687808535e-01 8.202512673375617069e-02 1.000000000000000666e+00 6.988119787632655067e-01 7.529700530918360946e-02 0.000000000000000000e+00
1.694999999999999929e+01 5.970125014604502622e-01 4.029874985395504039e-01 8.059749970791008078e-02 1.000000000000000666e+00 7.035938290516935423e-01 7.410154273707662831e-02 0.000000000000000000e+00
1.700000000000000000e+01 6.041363519159347328e-01 3.958636480840660443e-01 7.917272961681320886e-02 1.000000000000000888e+00 7.083823660532295730e-01 7.290440848669262064e-02 0.000000000000000000e+00
1.705000000000000071e+01 6.112443119298178740e-01 3.887556880701828477e-01 7.775113761403656953e-02 1.000000000000000666e+00 7.131764071902473301e-01 7.170589820243819523e-02 0.000000000000000000e+00
1.710000000000000142e+01 6.183347733058282003e-01 3.816652266941725213e-01 7.633304533883450427e-02 1.000000000000000666e+00 7.179747539132719236e-01 7.050631152168203297e-02 0.000000000000000000e+00
1.715000000000000213e+01 6.254061254781555501e-01 3.745938745218452270e-01 7.491877490436904541e-02 1.000000000000000888e+00 7.227761917459263330e-01 6.930595206351843063e-02 0.000000000000000000e+00
1.719999999999999929e+01 6.324567556106301947e-01 3.675432443893705825e-01 7.350864887787411650e-02 1.000000000000000888e+00 7.275794903777549338e-01 6.810512740556128042e-02 0.000000000000000000e+00
1.725000000000000000e+01 6.394850490194810000e-01 3.605149509805197217e-01 7.210299019610394433e-02 1.000000000000000666e+00 7.323834040823578029e-01 6.690414897941056316e-02 0.000000000000000000e+00
1.730000000000000071e+01 6.464893892566180300e-01 3.535106107433827471e-01 7.070212214867654943e-02 1.000000000000000888e+00 7.371866717739674613e-01 6.570333205650814856e-02 0.000000000000000000e+00
1.735000000000000142e+01 6.534681595564652001e-01 3.465318404435355215e-01 6.930636808870710430e-02 1.000000000000000666e+00 7.419880182970500782e-01 6.450299542573749434e-02 0.000000000000000000e+00
1.740000000000000213e+01 6.604197429970950495e-01 3.395802570029057832e-01 6.791605140058115664e-02 1.000000000000000888e+00 7.467861545729322925e-01 6.330346135676692687e-02 0.000000000000000000e+00
1.744999999999999929e+01 6.673425225594468158e-01 3.326574774405535728e-01 6.653149548811071456e-02 1.000000000000000444e+00 7.515797776647300532e-01 6.210505558381750058e-02 0.000000000000000000e+00
1.750000000000000000e+01 6.742348816254326582e-01 3.257651183745680079e-01 6.515302367491360158e-02 1.000000000000000666e+00 7.563675713825336322e-01 6.090810715436659889e-02 0.000000000000000000e+00
1.755000000000000071e+01 6.810952039732302010e-01 3.189047960267704651e-01 6.378095920535409302e-02 1.000000000000000666e+00 7.611482062888001998e-01 5.971294842779996392e-02 0.000000000000000000e+00
1.760000000000000142e+01 6.879218752902793721e-01 3.120781247097212385e-01 6.241562494194424771e-02 1.000000000000000666e+00 7.659203411997087541e-01 5.851991470007280455e-02 0.000000000000000000e+00
1.765000000000000213e+01 6.947132834363274334e-01 3.052867165636730107e-01 6.105734331273460214e-02 1.000000000000000444e+00 7.706826234573391776e-01 5.732934413566521253e-02 0.000000000000000000e+00
1.769999999999999929e+01 7.014678184892860768e-01 2.985321815107144783e-01 5.970643630214289566e-02 1.000000000000000444e+00 7.754336889864545945e-01 5.614157775338636525e-02 0.000000000000000000e+00
1.775000000000000000e+01 7.081838732677271375e-01 2.918161267322735841e-01 5.836322534645471682e-02 1.000000000000000666e+00 7.801721630284583764e-01 5.495695924288541978e-02 0.000000000000000000e+00
1.780000000000000071e+01 7.148598433437696187e-01 2.851401566562311585e-01 5.702803133124623169e-02 1.000000000000000888e+00 7.848966601992201086e-01 5.377583495019498672e-02 0.000000000000000000e+00
1.785000000000000142e+01 7.214941285650600111e-01 2.785058714349405995e-01 5.570117428698811990e-02 1.000000000000000666e+00 7.896057861378332765e-01 5.259855346554168781e-02 0.000000000000000000e+00
1.790000000000000213e+01 7.280851333631250810e-01 2.719148666368756406e-01 5.438297332737512813e-02 1.000000000000000666e+00 7.942981378601110531e-01 5.142546553497226447e-02 0.000000000000000000e+00
1.794999999999999929e+01 7.346312668086787401e-01 2.653687331913220926e-01 5.307374663826441852e-02 1.000000000000000888e+00 7.989723038346756567e-01 5.025692404133110663e-02 0.000000000000000000e+00
1.800000000000000000e+01 7.411309431362176348e-01 2.588690568637830314e-01 5.177381137275660627e-02 1.000000000000000666e+00 8.036268648226992939e-01 4.909328379432521816e-02 0.000000000000000000e+00
1.805000000000000071e+01 7.475825818432050296e-01 2.524174181567956365e-01 5.048348363135912731e-02 1.000000000000000666e+00 8.082603940493205963e-01 4.793490148766987868e-02 0.000000000000000000e+00
1.810000000000000142e+01 7.539846092044145687e-01 2.460153907955861530e-01 4.920307815911723059e-02 1.000000000000000666e+00 8.128714589780401401e-01 4.678213525549000662e-02 0.000000000000000000e+00
1.815000000000000213e+01 7.603354585384018982e-01 2.396645414615988789e-01 4.793290829231977579e-02 1.000000000000000888e+00 8.174586216441590558e-01 4.563534458896026380e-02 0.000000000000000000e+00
1.819999999999999929e+01 7.666335703024370618e-01 2.333664296975637709e-01 4.667328593951275417e-02 1.000000000000000888e+00 8.220204387992644524e-01 4.449489030018390079e-02 0.000000000000000000e+00
1.825000000000000000e+01 7.728773925909737663e-01 2.271226074090271219e-01 4.542452148180542437e-02 1.000000000000000888e+00 8.265554628284721428e-01 4.336113429288199206e-02 0.000000000000000000e+00
1.830000000000000071e+01 7.790653814213481798e-01 2.209346185786525973e-01 4.418692371573051947e-02 1.000000000000000888e+00 8.310622421324371789e-01 4.223443946689074691e-02 0.000000000000000000e+00
1.835000000000000142e+01 7.851960021702385495e-01 2.148039978297625052e-01 4.296079956595250104e-02 1.000000000000001110e+00 8.355393229410066347e-01 4.111516926474836214e-02 0.000000000000000000e+00
1.840000000000000213e+01 7.912677297313112090e-01 2.087322702686897347e-01 4.174645405373794693e-02 1.000000000000000888e+00 8.399852495270474506e-01 4.000368761823817898e-02 0.000000000000000000e+00
1.844999999999999929e+01 7.972790487013653449e-01 2.027209512986358209e-01 4.054419025972716417e-02 1.000000000000001110e+00 8.443985645206588675e-01 3.890035886983533170e-02 0.000000000000000000e+00
1.850000000000000000e+01 8.032284537934685220e-01 1.967715462065325327e-01 3.935430924130650654e-02 1.000000000000001110e+00 8.487778098065331678e-01 3.780554754836673581e-02 0.000000000000000000e+00
1.855000000000000071e+01 8.091144504712350916e-01 1.908855495287659076e-01 3.817710990575318153e-02 1.000000000000000888e+00 8.531215273210163152e-01 3.671961816974596282e-02 0.000000000000000000e+00
1.860000000000000142e+01 8.149355561218745159e-01 1.850644438781265388e-01 3.701288877562530777e-02 1.000000000000001110e+00 8.574282606483837332e-01 3.564293483790410833e-02 0.000000000000000000e+00
1.865000000000000213e+01 8.206903001020616761e-01 1.793096998979393231e-01 3.586193997958786461e-02 1.000000000000000888e+00 8.616965550883904923e-01 3.457586122790242550e-02 0.000000000000000000e+00
1.869999999999999929e+01 8.263772241102741445e-01 1.736227758897268547e-01 3.472455517794537094e-02 1.000000000000000888e+00 8.659249583542726336e-01 3.351876041143189711e-02 0.000000000000000000e+00
1.875000000000000000e+01 8.319948824084271166e-01 1.680051175915739381e-01 3.360102351831478762e-02 1.000000000000001110e+00 8.701120211802303439e-01 3.247199470494246260e-02 0.000000000000000000e+00
1.880000000000000071e+01 8.375418429781571472e-01 1.624581570218439075e-01 3.249163140436878150e-02 1.000000000000001110e+00 8.742562988592057494e-01 3.143592528519860430e-02 0.000000000000000000e+00
1.885000000000000142e+01 8.430166881700955628e-01 1.569833118299054919e-01 3.139666236598109839e-02 1.000000000000001110e+00 8.783563521949264707e-01 3.041091195126841007e-02 0.000000000000000000e+00
1.890000000000000213e+01 8.484180147637702119e-01 1.515819852362307318e-01 3.031639704724614637e-02 1.000000000000000888e+00 8.824107476107997394e-01 2.939731309730010678e-02 0.000000000000000000e+00
1.894999999999999929e+01 8.537444344282514308e-01 1.462555655717495684e-01 2.925111311434991368e-02 1.000000000000000888e+00 8.864180581675064063e-01 2.839548545812343311e-02 0.000000000000000000e+00
1.900000000000000000e+01 8.589945740723518020e-01 1.410054259276491417e-01 2.820108518552982835e-02 1.000000000000000888e+00 8.903768641642891835e-01 2.740578395892773536e-02 0.000000000000000000e+00
1.905000000000000071e+01 8.641670771232334847e-01 1.358329228767674035e-01 2.716658457535348070e-02 1.000000000000000888e+00 8.942857549866406464e-01 2.642856125333986964e-02 0.000000000000000000e+00
1.910000000000000142e+01 8.692606036944279246e-01 1.307393963055730746e-01 2.614787926111461491e-02 1.000000000000000888e+00 8.981433293710664456e-01 2.546416765723343023e-02 0.000000000000000000e+00
1.915000000000000213e+01 8.742738308470900943e-01 1.257261691529107384e-01 2.514523383058214767e-02 1.000000000000000888e+00 9.019481959446021824e-01 2.451295101384949257e-02 0.000000000000000000e+00
1.920000000000000284e+01 8.792054529044038835e-01 1.207945470955970602e-01 2.415890941911941203e-02 1.000000000000000888e+00 9.056989740657203081e-01 2.357525648356996462e-02 0.000000000000000000e+00
1.925000000000000000e+01 8.840541824019557682e-01 1.159458175980451755e-01 2.318916351960903510e-02 1.000000000000000888e+00 9.093942951788752671e-01 2.265142620528121445e-02 0.000000000000000000e+00
1.930000000000000071e+01 8.888187507685689770e-01 1.111812492314320777e-01 2.223624984628641554e-02 1.000000000000001110e+00 9.130328038853939843e-01 2.174179902865153863e-02 0.000000000000000000e+00
1.935000000000000142e+01 8.934979084026793972e-01 1.065020915973216575e-01 2.130041831946433151e-02 1.000000000000001110e+00 9.166131580973796433e-01 2.084671047565512733e-02 0.000000000000000000e+00
1.940000000000000213e+01 8.980904250677578249e-01 1.019095749322432298e-01 2.038191498644864597e-02 1.000000000000001110e+00 9.201340300275067108e-01 1.996649249312337088e-02 0.000000000000000000e+00
1.945000000000000284e+01 9.025950903726391861e-01 9.740490962736186864e-02 1.948098192547237373e-02 1.000000000000001110e+00 9.235941069930504455e-01 1.910147325173744068e-02 0.000000000000000000e+00
1.950000000000000000e+01 9.070107148095869487e-01 9.298928519041405050e-02 1.859785703808281010e-02 1.000000000000000888e+00 9.269920930268480408e-01 1.825197674328804531e-02 0.000000000000000000e+00
1.955000000000000071e+01 9.113361298553979140e-01 8.866387014460297422e-02 1.773277402892059484e-02 1.000000000000000888e+00 9.303267090528373195e-01 1.741832273679070134e-02 0.000000000000000000e+00
1.960000000000000142e+01 9.155701883005069597e-01 8.442981169949403952e-02 1.688596233989880790e-02 1.000000000000000888e+00 9.335966936707343899e-01 1.660082658231644415e-02 0.000000000000000000e+00
1.965000000000000213e+01 9.197117645333432456e-01 8.028823546665786459e-02 1.605764709333157292e-02 1.000000000000001110e+00 9.368008038376496316e-01 1.579979904058763721e-02 0.000000000000000000e+00
1.970000000000000284e+01 9.237597555848807707e-01 7.624024441512028405e-02 1.524804888302405681e-02 1.000000000000001110e+00 9.399378164839780059e-01 1.501554587900552629e-02 0.000000000000000000e+00
1.975000000000000000e+01 9.277130813868438297e-01 7.228691861315722500e-02 1.445738372263144500e-02 1.000000000000001110e+00 9.430065289514533156e-01 1.424836776213669887e-02 0.000000000000000000e+00
1.980000000000000071e+01 9.315706849832229297e-01 6.842931501677806949e-02 1.368586300335561390e-02 1.000000000000000888e+00 9.460057594924299318e-01 1.349856012689257083e-02 0.000000000000000000e+00
1.985000000000000142e+01 9.353315328092103309e-01 6.466846719079044625e-02 1.293369343815808925e-02 1.000000000000000888e+00 9.489343480525886942e-01 1.276641298685287848e-02 0.000000000000000000e+00
1.990000000000000213e+01 9.389946155365076486e-01 6.100538446349307309e-02 1.220107689269861462e-02 1.000000000000000666e+00 9.517911575837546545e-01 1.205221060406137974e-02 0.000000000000000000e+00
1.995000000000000284e+01 9.425589484987463296e-01 5.744105150125466963e-02 1.148821030025093393e-02 1.000000000000000888e+00 9.545750747686128079e-01 1.135623130784684139e-02 0.000000000000000000e+00
2.000000000000000000e+01 9.460235718229407231e-01 5.397642817706022056e-02 1.079528563541204411e-02 1.000000000000000888e+00 9.572850103364820562e-01 1.067874741587954146e-02 0.000000000000000000e+00
2.005000000000000071e+01 9.493875507108563427e-01 5.061244928914437891e-02 1.012248985782887578e-02 1.000000000000000666e+00 9.599198998758179391e-01 1.002002503104556380e-02 0.000000000000000000e+00
2.010000000000000142e+01 9.526499761112119380e-01 4.735002388878889468e-02 9.470004777757778935e-03 1.000000000000000888e+00 9.624787049033345365e-01 9.380323774166407502e-03 0.000000000000000000e+00
2.015000000000000213e+01 9.558099652122331591e-01 4.419003478776772909e-02 8.838006957553545817e-03 1.000000000000000888e+00 9.649604137049154762e-01 8.759896573771189937e-03 0.000000000000000000e+00
2.020000000000000284e+01 9.588666615428584894e-01 4.113333845714245429e-02 8.226667691428490858e-03 1.000000000000000888e+00 9.673640415831427086e-01 8.158989604214369681e-03 0.000000000000000000e+00
2.025000000000000000e+01 9.618192352259212763e-01 3.818076477407950087e-02 7.636152954815900173e-03 1.000000000000000888e+00 9.696886316083523916e-01 7.577842097911942874e-03 0.000000000000000000e+00
2.030000000000000071e+01 9.646668835554005339e-01 3.533311644460024326e-02 7.066623288920048651e-03 1.000000000000000888e+00 9.719332555604051072e-01 7.016686109898777855e-03 0.000000000000000000e+00
2.035000000000000142e+01 9.674088314562651059e-01 3.259116854373578231e-02 6.518233708747156463e-03 1.000000000000000888e+00 9.740970147179816019e-01 6.475746320504635958e-03 0.000000000000000000e+00
2.040000000000000213e+01 9.700443315769481378e-01 2.995566842305258382e-02 5.991133684610516763e-03 1.000000000000000666e+00 9.761790400931554812e-01 5.955239976711165263e-03 0.000000000000000000e+00
2.045000000000000284e+01 9.725726645086620881e-01 2.742733549133874460e-02 5.485467098267748920e-03 1.000000000000000888e+00 9.781784930970596204e-01 5.455376725735137412e-03 0.000000000000000000e+00
2.050000000000000000e+01 9.749931393123451029e-01 2.500686068765578529e-02 5.001372137531157058e-03 1.000000000000000888e+00 9.800945664036189164e-01 4.976358399095319462e-03 0.000000000000000000e+00
2.055000000000000071e+01 9.773050938826927103e-01 2.269490611730817786e-02 4.538981223461635572e-03 1.000000000000000888e+00 9.819264845819098975e-01 4.518378854522553389e-03 0.000000000000000000e+00
2.060000000000000142e+01 9.795078950404496609e-01 2.049210495955106071e-02 4.098420991910212141e-03 1.000000000000000666e+00 9.836735043487406793e-01 4.081623912814895221e-03 0.000000000000000000e+00
2.065000000000000213e+01 9.816009387200674841e-01 1.839906127993340412e-02 3.679812255986680825e-03 1.000000000000000888e+00 9.853349151336577849e-01 3.666271216585607548e-03 0.000000000000000000e+00
2.070000000000000284e+01 9.835836504631529920e-01 1.641634953684800724e-02 3.283269907369601448e-03 1.000000000000000888e+00 9.869100398804233620e-01 3.272490029894207196e-03 0.000000000000000000e+00
2.075000000000000000e+01 9.854554856520104655e-01 1.454451434799025611e-02 2.908902869598051222e-03 1.000000000000000666e+00 9.883982354616615007e-01 2.900441134584677734e-03 0.000000000000000000e+00
2.080000000000000071e+01 9.872159296031218778e-01 1.278407039687901037e-02 2.556814079375802073e-03 1.000000000000000888e+00 9.897988929691070581e-01 2.550276757723261498e-03 0.000000000000000000e+00
2.085000000000000142e+01 9.888644977440863570e-01 1.113550225591453113e-02 2.227100451182906227e-03 1.000000000000000888e+00 9.911114381778994842e-01 2.222140455525175792e-03 0.000000000000000000e+00
2.090000000000000213e+01 9.904007360432797169e-01 9.599263956721060254e-03 1.919852791344212051e-03 1.000000000000000888e+00 9.923353322444216085e-01 1.916166938894639515e-03 0.000000000000000000e+00
2.095000000000000284e+01 9.918242211199468361e-01 8.175778880053774511e-03 1.635155776010754902e-03 1.000000000000000666e+00 9.934700719153086723e-01 1.632482021172872253e-03 0.000000000000000000e+00
2.100000000000000000e+01 9.931345603252096366e-01 6.865439674791085078e-03 1.373087934958217016e-03 1.000000000000000666e+00 9.945151898284761982e-01 1.371202542880989913e-03 0.000000000000000000e+00
2.105000000000000071e+01 9.943313919565016645e-01 5.668608043499223648e-03 1.133721608699844730e-03 1.000000000000000888e+00 9.954702549371465814e-01 1.132436265713402789e-03 0.000000000000000000e+00
2.110000000000000142e+01 9.954143855346986314e-01 4.585614465301979248e-03 9.171228930603958496e-04 1.000000000000000666e+00 9.963348729621879230e-01 9.162817594530726049e-04 0.000000000000000000e+00
2.115000000000000213e+01 9.963832418465610186e-01 3.616758153439647572e-03 7.233516306879295144e-04 1.000000000000000666e+00 9.971086865110099229e-01 7.228283722475390121e-04 0.000000000000000000e+00
2.120000000000000284e+01 9.972376930194608580e-01 2.762306980539641632e-03 5.524613961079283264e-04 1.000000000000000444e+00 9.977913753488419912e-01 5.521561627895429578e-04 0.000000000000000000e+00
2.125000000000000000e+01 9.979775027438604340e-01 2.022497256140287636e-03 4.044994512280575272e-04 1.000000000000000666e+00 9.983826567498892413e-01 4.043358125277195562e-04 0.000000000000000000e+00
2.130000000000000071e+01 9.986024663743013896e-01 1.397533625699109994e-03 2.795067251398219987e-04 1.000000000000000444e+00 9.988822856746139012e-01 2.794285813465416748e-04 0.000000000000000000e+00
2.135000000000000142e+01 9.991124109442776069e-01 8.875890557230592393e-04 1.775178111446118479e-04 1.000000000000000666e+00 9.992900548854595222e-01 1.774862786351434152e-04 0.000000000000000000e+00
2.140000000000000213e+01 9.995071952679194238e-01 4.928047320812423138e-04 9.856094641624846275e-05 1.000000000000000666e+00 9.996057951484161874e-01 9.855121289597770133e-05 0.000000000000000000e+00
2.145000000000000284e+01 9.997867100536488305e-01 2.132899463516690908e-04 4.265798927033381815e-05 1.000000000000000444e+00 9.998293754000485700e-01 4.265614998787813506e-05 0.000000000000000000e+00
2.150000000000000000e+01 9.999508779032618699e-01 4.912209673885170602e-05 9.824419347770341204e-06 1.000000000000000666e+00 9.999607027871377785e-01 9.824303215566911973e-06 0.000000000000000000e+00
2.155000000000000071e+01 9.999996533346400263e-01 3.466653605843639241e-07 6.933307211687278482e-08 1.000000000000000666e+00 9.999997227460146743e-01 6.931349634979258470e-08 0.000000000000000000e+00
2.160000000000000142e+01 9.999330228433515044e-01 6.697715664916170653e-05 1.339543132983234131e-05 1.000000000000000666e+00 9.999464190709393963e-01 1.339523226516027190e-05 0.000000000000000000e+00
2.165000000000000213e+01 9.997510048900427604e-01 2.489951099579612581e-04 4.979902199159225162e-05 1.000000000000000666e+00 9.998008139096498104e-01 4.979652258755605586e-05 0.000000000000000000e+00
2.170000000000000284e+01 9.994536498782637945e-01 5.463501217370381191e-04 1.092700243474076238e-04 1.000000000000000888e+00 9.995629677412872782e-01 1.092580646781931972e-04 0.000000000000000000e+00
2.175000000000000000e+01 9.990410401517656469e-01 9.589598482351302522e-04 1.917919696470260504e-04 1.000000000000000888e+00 9.992329793358523116e-01 1.917551660369203200e-04 0.000000000000000000e+00
2.180000000000000071e+01 9.985132899546856899e-01 1.486710045315031703e-03 2.973420090630063406e-04 1.000000000000000666e+00 9.988109856900160288e-01 2.972535774959933355e-04 0.000000000000000000e+00
2.185000000000000142e+01 9.978705453722510610e-01 2.129454627749771678e-03 4.258909255499543356e-04 1.000000000000000888e+00 9.982971619097363858e-01 4.257095225659021437e-04 0.000000000000000000e+00
2.190000000000000213e+01 9.971129842729545834e-01 2.887015727046082780e-03 5.774031454092165561e-04 1.000000000000000666e+00 9.976917210723613705e-01 5.770697319096471881e-04 0.000000000000000000e+00
2.195000000000000284e+01 9.962408162392804023e-01 3.759183760720374856e-03 7.518367521440749712e-04 1.000000000000000888e+00 9.969949141008132010e-01 7.512714747966926006e-04 0.000000000000000000e+00
2.200000000000000000e+01 9.952542824620083106e-01 4.745717537992244495e-03 9.491435075984488989e-04 1.000000000000000444e+00 9.962070295440849099e-01 9.482426139787853130e-04 0.000000000000000000e+00
2.205000000000000071e+01 9.941536556300790695e-01 5.846344369921929740e-03 1.169268873984385948e-03 1.000000000000000888e+00 9.953283933397160110e-01 1.167901665071000277e-03 0.000000000000000000e+00
2.210000000000000142e+01 9.929392398370681105e-01 7.060760162932722128e-03 1.412152032586544426e-03 1.000000000000000888e+00 9.943593686339011750e-01 1.410157841524703644e-03 0.000000000000000000e+00
2.215000000000000213e+01 9.916113704417813812e-01 8.388629558219451443e-03 1.677725911643890289e-03 1.000000000000000888e+00 9.933003554920745160e-01 1.674911126981373614e-03 0.000000000000000000e+00
2.220000000000000284e+01 9.901704138766368457e-01 9.829586123363820427e-03 1.965917224672764085e-03 1.000000000000000666e+00 9.921517905029413331e-01 1.962052374264664986e-03 0.000000000000000000e+00
2.225000000000000000e+01 9.886167675470580729e-01 1.138323245294281527e-02 2.276646490588563054e-03 1.000000000000000888e+00 9.909141465798161352e-01 2.271463355045968361e-03 0.000000000000000000e+00
2.230000000000000071e+01 9.869508596693764568e-01 1.304914033062432033e-02 2.609828066124864066e-03 1.000000000000000888e+00 9.895879326223782080e-01 2.603016844405461883e-03 0.000000000000000000e+00
2.235000000000000142e+01 9.851731489991688573e-01 1.482685100083203089e-02 2.965370200166406178e-03 1.000000000000000888e+00 9.881736929647739753e-01 2.956576758806517442e-03 0.000000000000000000e+00
2.240000000000000213e+01 9.832841246906045551e-01 1.671587530939627753e-02 3.343175061879255505e-03 1.000000000000000888e+00 9.866720070999795977e-01 3.331998225005103169e-03 0.000000000000000000e+00
2.245000000000000284e+01 9.812843061171515613e-01 1.871569388284949342e-02 3.743138776569898685e-03 1.000000000000001110e+00 9.850834893073548981e-01 3.729127673161268964e-03 0.000000000000000000e+00
2.250000000000000000e+01 9.791742426205156669e-01 2.082575737948538785e-02 4.165151475897077571e-03 1.000000000000001110e+00 9.834087881293305244e-01 4.147802967667363686e-03 0.000000000000000000e+00
2.255000000000000071e+01 9.769545131847604535e-01 2.304548681524049014e-02 4.609097363048098028e-03 1.000000000000000888e+00 9.816485857424859240e-01 4.587853564378514652e-03 0.000000000000000000e+00
2.260000000000000142e+01 9.746257263097026780e-01 2.537427369029843227e-02 5.074854738059686454e-03 1.000000000000001110e+00 9.798035977048085154e-01 5.049100573797855526e-03 0.000000000000000000e+00
2.265000000000000213e+01 9.721885197723294514e-01 2.781148022767160333e-02 5.562296045534320665e-03 1.000000000000001110e+00 9.778745724338101519e-01 5.531356891547465487e-03 0.000000000000000000e+00
2.270000000000000284e+01 9.696435602202779780e-01 3.035643977972318774e-02 6.071287955944637549e-03 1.000000000000001110e+00 9.758622904167342238e-01 6.034427395816431908e-03 0.000000000000000000e+00
2.275000000000000000e+01 9.669915429159734455e-01 3.300845708402749823e-02 6.601691416805499646e-03 1.000000000000000888e+00 9.737675637287988017e-01 6.558109067800287420e-03 0.000000000000000000e+00
2.280000000000000071e+01 9.642331915268028686e-01 3.576680847319824164e-02 7.153361694639648327e-03 1.000000000000001110e+00 9.715912355995055538e-01 7.102191100123612412e-03 0.000000000000000000e+00
2.285000000000000142e+01 9.613692578711469094e-01 3.863074212885425629e-02 7.726148425770851258e-03 1.000000000000001110e+00 9.693341798484281790e-01 7.666455037892960442e-03 0.000000000000000000e+00
2.290000000000000213e+01 9.584005213515445210e-01 4.159947864845636722e-02 8.319895729691273445e-03 1.000000000000000888e+00 9.669972998332830860e-01 8.250675041679218086e-03 0.000000000000000000e+00
2.295000000000000284e+01 9.553277887815295744e-01 4.467221121847136933e-02 8.934442243694273866e-03 1.000000000000000888e+00 9.645815281274451314e-01 8.854617968138698073e-03 0.000000000000000000e+00
2.300000000000000000e+01 9.521518940995603586e-01 4.784810590044069611e-02 9.569621180088139223e-03 1.000000000000001110e+00 9.620878259142346955e-01 9.478043521441301827e-03 0.000000000000000000e+00
2.305000000000000071e+01 9.488736980562594292e-01 5.112630194374162551e-02 1.022526038874832510e-02 1.000000000000001110e+00 9.595171823238115572e-01 1.012070441904708643e-02 0.000000000000000000e+00
2.310000000000000142e+01 9.454940875647467324e-01 5.450591243525426677e-02 1.090118248705085335e-02 1.000000000000000888e+00 9.568706132630058203e-01 1.078234668424853104e-02 0.000000000000000000e+00
2.315000000000000213e+01 9.420139755605514420e-01 5.798602443944950169e-02 1.159720488788990034e-02 1.000000000000000888e+00 9.541491611553453156e-01 1.146270971116365722e-02 0.000000000000000000e+00
2.320000000000000284e+01 9.384343006612581028e-01 6.156569933874284084e-02 1.231313986774856817e-02 1.000000000000000888e+00 9.513538942120612907e-01 1.216152644698466172e-02 0.000000000000000000e+00
2.325000000000000000e+01 9.347560267981558368e-01 6.524397320184505134e-02 1.304879464036901027e-02 1.000000000000000888e+00 9.484859056854860748e-01 1.287852357862845527e-02 0.000000000000000000e+00
2.330000000000000071e+01 9.309801424988332075e-01 6.901985750116773621e-02 1.380397150023354724e-02 1.000000000000000888e+00 9.455463126100653870e-01 1.361342184748364458e-02 0.000000000000000000e+00
2.335000000000000142e+01 9.271076607576204109e-01 7.289233924238053275e-02 1.457846784847610655e-02 1.000000000000000888e+00 9.425362555644137830e-01 1.436593610889653691e-02 0.000000000000000000e+00
2.340000000000000213e+01 9.231396186557572214e-01 7.686038134424366675e-02 1.537207626884873335e-02 1.000000000000000888e+00 9.394568978609539878e-01 1.513577553476146316e-02 0.000000000000000000e+00
