# t_fs photon_number total_excited_population excited_per_molecule total_excitation Z ReP ImP
1.750500000000000114e+02 8.446652556882214835e-01 1.553347443117783500e-01 3.106694886235566999e-02 9.999999999999997780e-01 8.795928263404662051e-01 3.010179341488346955e-02 0.000000000000000000e+00
1.751000000000000227e+02 8.392125952861952953e-01 1.607874047138044271e-01 3.215748094276088542e-02 9.999999999999997780e-01 8.755064911633921865e-01 3.112337720915195685e-02 0.000000000000000000e+00
1.751500000000000057e+02 8.336873916706019072e-01 1.663126083293978152e-01 3.326252166587956305e-02 9.999999999999997780e-01 8.713754953841668094e-01 3.215612615395831847e-02 0.000000000000000000e+00
1.752000000000000171e+02 8.280910582341929338e-01 1.719089417658067886e-01 3.438178835316135773e-02 9.999999999999997780e-01 8.672012766945541573e-01 3.319968082636149537e-02 0.000000000000000000e+00
1.752500000000000000e+02 8.224250226239318007e-01 1.775749773760679218e-01 3.551499547521358435e-02 9.999999999999997780e-01 8.629852782593178118e-01 3.425368043517057481e-02 0.000000000000000000e+00
1.753000000000000114e+02 8.166907264994514026e-01 1.833092735005481533e-01 3.666185470010963066e-02 9.999999999999995559e-01 8.587289481307994743e-01 3.531776296730014530e-02 0.000000000000000000e+00
1.753500000000000227e+02 8.108896243646993574e-01 1.891103756353001986e-01 3.782207512706003971e-02 9.999999999999995559e-01 8.544337376091889480e-01 3.639156559770277688e-02 0.000000000000000000e+00
1.754000000000000057e+02 8.050231831281088324e-01 1.949768168718907235e-01 3.899536337437814471e-02 9.999999999999995559e-01 8.501011005982903601e-01 3.747472485042743773e-02 0.000000000000000000e+00
1.754500000000000171e+02 7.990928819448289699e-01 2.009071180551705305e-01 4.018142361103410609e-02 9.999999999999995559e-01 8.457324933509178244e-01 3.856687666227055777e-02 0.000000000000000000e+00
1.755000000000000000e+02 7.931002117258406647e-01 2.068997882741588357e-01 4.137995765483176713e-02 9.999999999999995559e-01 8.413293735019254926e-01 3.966765662451864766e-02 0.000000000000000000e+00
1.755500000000000114e+02 7.870466745959949773e-01 2.129533254040047452e-01 4.259066508080094904e-02 9.999999999999997780e-01 8.368931992965150668e-01 4.077670017587126106e-02 0.000000000000000000e+00
1.756000000000000227e+02 7.809337827874579530e-01 2.190662172125418250e-01 4.381324344250836500e-02 9.999999999999997780e-01 8.324254280883671697e-01 4.189364297790822145e-02 0.000000000000000000e+00
1.756500000000000057e+02 7.747630585786208224e-01 2.252369414213789556e-01 4.504738828427579111e-02 9.999999999999997780e-01 8.279275162518472397e-01 4.301812093703823864e-02 0.000000000000000000e+00
1.757000000000000171e+02 7.685360338288836912e-01 2.314639661711159757e-01 4.629279323422319514e-02 9.999999999999996669e-01 8.234009184328654474e-01 4.414977039178369367e-02 0.000000000000000000e+00
1.757500000000000000e+02 7.622542497973733289e-01 2.377457502026264491e-01 4.754915004052528982e-02 9.999999999999997780e-01 8.188470870764813503e-01 4.528822823087969712e-02 0.000000000000000000e+00
1.758000000000000114e+02 7.559192559338724360e-01 2.440807440661271754e-01 4.881614881322543509e-02 9.999999999999995559e-01 8.142674709242063713e-01 4.643313226894846268e-02 0.000000000000000000e+00
1.758500000000000227e+02 7.495326093571544890e-01 2.504673906428450669e-01 5.009347812856901339e-02 9.999999999999995559e-01 8.096635143306588622e-01 4.758412141733531914e-02 0.000000000000000000e+00
1.759000000000000057e+02 7.430958747718320323e-01 2.569041252281675791e-01 5.138082504563351582e-02 9.999999999999995559e-01 8.050366571480579436e-01 4.874083571298554185e-02 0.000000000000000000e+00
1.759500000000000171e+02 7.366106239323344518e-01 2.633893760676653262e-01 5.267787521353306524e-02 9.999999999999997780e-01 8.003883338352880683e-01 4.990291654117801068e-02 0.000000000000000000e+00
1.760000000000000000e+02 7.300784353862708187e-01 2.699215646137290148e-01 5.398431292274580295e-02 9.999999999999997780e-01 7.957199730606434596e-01 5.107000673483916980e-02 0.000000000000000000e+00
1.760500000000000114e+02 7.235008931368600571e-01 2.764991068631397764e-01 5.529982137262795527e-02 9.999999999999997780e-01 7.910329961295213819e-01 5.224175096761969617e-02 0.000000000000000000e+00
1.761000000000000227e+02 7.168795864768504611e-01 2.831204135231493724e-01 5.662408270462987447e-02 9.999999999999997780e-01 7.863288167774119541e-01 5.341779580564705310e-02 0.000000000000000000e+00
1.761500000000000057e+02 7.102161097774940535e-01 2.897838902225055580e-01 5.795677804450111159e-02 9.999999999999995559e-01 7.816088408902854834e-01 5.459778977742867773e-02 0.000000000000000000e+00
1.762000000000000171e+02 7.035120620770043409e-01 2.964879379229951040e-01 5.929758758459902079e-02 9.999999999999994449e-01 7.768744657852064694e-01 5.578138355369843121e-02 0.000000000000000000e+00
1.762500000000000000e+02 6.967690465123086430e-01 3.032309534876909130e-01 6.064619069753818259e-02 9.999999999999995559e-01 7.721270795951967747e-01 5.696823010120084102e-02 0.000000000000000000e+00
1.763000000000000114e+02 6.899886691996555133e-01 3.100113308003440982e-01 6.200226616006881963e-02 9.999999999999995559e-01 7.673680600367838167e-01 5.815798499080407358e-02 0.000000000000000000e+00
1.763500000000000227e+02 6.831725391963100469e-01 3.168274608036894535e-01 6.336549216073789070e-02 9.999999999999995559e-01 7.625987743650504136e-01 5.935030640873744517e-02 0.000000000000000000e+00
1.764000000000000057e+02 6.763222681686966720e-01 3.236777318313027729e-01 6.473554636626055458e-02 9.999999999999994449e-01 7.578205789678692517e-01 6.054485525803272872e-02 0.000000000000000000e+00
1.764500000000000171e+02 6.694394701661374736e-01 3.305605298338620823e-01 6.611210596677241647e-02 9.999999999999995559e-01 7.530348189185921415e-01 6.174129527035198545e-02 0.000000000000000000e+00
1.765000000000000000e+02 6.625257607545276262e-01 3.374742392454718742e-01 6.749484784909437485e-02 9.999999999999995559e-01 7.482428271559207200e-01 6.293929321101984775e-02 0.000000000000000000e+00
1.765500000000000114e+02 6.555827561566053285e-01 3.444172438433942829e-01 6.888344876867885658e-02 9.999999999999995559e-01 7.434459236159399742e-01 6.413851909601503420e-02 0.000000000000000000e+00
1.766000000000000227e+02 6.486120732480878948e-01 3.513879267519115501e-01 7.027758535038231003e-02 9.999999999999994449e-01 7.386454152279440244e-01 6.533864619301403553e-02 0.000000000000000000e+00
1.766500000000000057e+02 6.416153291562158856e-01 3.583846708437837814e-01 7.167693416875675627e-02 9.999999999999996669e-01 7.338425954800263940e-01 6.653935112999341539e-02 0.000000000000000000e+00
1.767000000000000171e+02 6.345941411882162209e-01 3.654058588117833906e-01 7.308117176235667811e-02 9.999999999999995559e-01 7.290387441947017155e-01 6.774031395132461275e-02 0.000000000000000000e+00
1.767500000000000000e+02 6.275501257876683336e-01 3.724498742123311112e-01 7.448997484246622225e-02 9.999999999999994449e-01 7.242351266461620751e-01 6.894121833845949510e-02 0.000000000000000000e+00
1.768000000000000114e+02 6.204848978527778280e-01 3.795151021472217834e-01 7.590302042944435668e-02 9.999999999999995559e-01 7.194329929484897246e-01 7.014175176287758273e-02 0.000000000000000000e+00
1.768500000000000227e+02 6.134000707358838733e-01 3.865999292641156271e-01 7.731998585282312542e-02 9.999999999999995559e-01 7.146335780552519612e-01 7.134160548618700970e-02 0.000000000000000000e+00
1.769000000000000057e+02 6.062972558462526029e-01 3.937027441537468975e-01 7.874054883074937949e-02 9.999999999999995559e-01 7.098381014008079415e-01 7.254047464979804238e-02 0.000000000000000000e+00
1.769500000000000171e+02 5.991780626450118330e-01 4.008219373549876119e-01 8.016438747099752238e-02 9.999999999999994449e-01 7.050477667869267107e-01 7.373805830326835009e-02 0.000000000000000000e+00
1.770000000000000000e+02 5.920440975961104302e-01 4.079559024038889592e-01 8.159118048077779184e-02 9.999999999999993339e-01 7.002637616117205477e-01 7.493405959706987696e-02 0.000000000000000000e+00
1.770500000000000114e+02 5.848969635367633479e-01 4.151030364632360414e-01 8.302060729264720829e-02 9.999999999999993339e-01 6.954872563859412216e-01 7.612818590351470849e-02 0.000000000000000000e+00
1.771000000000000227e+02 5.777382596774798262e-01 4.222617403225198407e-01 8.445234806450396814e-02 9.999999999999996669e-01 6.907194047329986430e-01 7.732014881675035312e-02 0.000000000000000000e+00
1.771500000000000057e+02 5.705695812675387613e-01 4.294304187324607391e-01 8.588608374649214783e-02 9.999999999999995559e-01 6.859613431605898759e-01 7.850966420985254490e-02 0.000000000000000000e+00
1.772000000000000171e+02 5.633925195789705187e-01 4.366074804210290372e-01 8.732149608420580744e-02 9.999999999999995559e-01 6.812141909942823759e-01 7.969645225142940603e-02 0.000000000000000000e+00
1.772500000000000000e+02 5.562086610058440961e-01 4.437913389941555709e-01 8.875826779883111417e-02 9.999999999999996669e-01 6.764790498213064662e-01 8.088023754467339732e-02 0.000000000000000000e+00
1.773000000000000114e+02 5.490195863760709560e-01 4.509804136239287109e-01 9.019608272478574218e-02 9.999999999999996669e-01 6.717570030612660670e-01 8.206074923468348326e-02 0.000000000000000000e+00
1.773500000000000227e+02 5.418268709513025527e-01 4.581731290486970587e-01 9.163462580973941174e-02 9.999999999999995559e-01 6.670491159660746350e-01 8.323772100848134126e-02 0.000000000000000000e+00
1.774000000000000057e+02 5.346320841916050171e-01 4.653679158083945389e-01 9.307358316167890777e-02 9.999999999999995559e-01 6.623564355204594190e-01 8.441089111988514526e-02 0.000000000000000000e+00
1.774500000000000171e+02 5.274367896719592830e-01 4.725632103280402729e-01 9.451264206560805459e-02 9.999999999999995559e-01 6.576799904223363802e-01 8.558000239441591883e-02 0.000000000000000000e+00
1.775000000000000000e+02 5.202425444531498799e-01 4.797574555468495094e-01 9.595149110936990189e-02 9.999999999999993339e-01 6.530207907604653750e-01 8.674480230988368401e-02 0.000000000000000000e+00
1.775500000000000114e+02 5.130508982606795110e-01 4.869491017393201560e-01 9.738982034786403119e-02 9.999999999999996669e-01 6.483798276320458243e-01 8.790504309198854394e-02 0.000000000000000000e+00
1.776000000000000227e+02 5.058633934770108143e-01 4.941366065229887972e-01 9.882732130459775943e-02 9.999999999999995559e-01 6.437580731392401612e-01 8.906048171518997358e-02 0.000000000000000000e+00
1.776500000000000057e+02 4.986815650068422978e-01 5.013184349931574246e-01 1.002636869986314738e-01 9.999999999999997780e-01 6.391564803716954790e-01 9.021087990707614412e-02 0.000000000000000000e+00
1.777000000000000171e+02 4.915069401175756747e-01 5.084930598824238812e-01 1.016986119764847762e-01 9.999999999999995559e-01 6.345759834791026011e-01 9.135600413022436361e-02 0.000000000000000000e+00
1.777500000000000000e+02 4.843410381357209915e-01 5.156589618642787309e-01 1.031317923728557462e-01 9.999999999999997780e-01 6.300174975332927252e-01 9.249562561667681870e-02 0.000000000000000000e+00
1.778000000000000114e+02 4.771853694878393504e-01 5.228146305121603721e-01 1.045629261024320633e-01 9.999999999999997780e-01 6.254819182378105191e-01 9.362952044054739797e-02 0.000000000000000000e+00
1.778500000000000227e+02 4.700414356596258059e-01 5.299585643403736945e-01 1.059917128680747389e-01 9.999999999999995559e-01 6.209701219179183385e-01 9.475746952052042926e-02 0.000000000000000000e+00
1.779000000000000057e+02 4.629107291404663260e-01 5.370892708595331744e-01 1.074178541719066349e-01 9.999999999999995559e-01 6.164829655305120726e-01 9.587925861737200961e-02 0.000000000000000000e+00
1.779500000000000171e+02 4.557947332115089289e-01 5.442052667884905715e-01 1.088410533576981143e-01 9.999999999999995559e-01 6.120212868522766358e-01 9.699467828693088267e-02 0.000000000000000000e+00
1.780000000000000000e+02 4.486949219451691895e-01 5.513050780548303109e-01 1.102610156109660733e-01 9.999999999999995559e-01 6.075859044747826676e-01 9.810352388130434698e-02 0.000000000000000000e+00
1.780500000000000114e+02 4.416127591871270575e-01 5.583872408128726095e-01 1.116774481625745219e-01 9.999999999999996669e-01 6.031776176531563616e-01 9.920559558671093736e-02 0.000000000000000000e+00
1.781000000000000227e+02 4.345496984340134206e-01 5.654503015659861909e-01 1.130900603131972382e-01 9.999999999999995559e-01 5.987972063019655344e-01 1.003006984245086441e-01 0.000000000000000000e+00
1.781500000000000057e+02 4.275071828243063865e-01 5.724928171756932249e-01 1.144985634351386450e-01 9.999999999999995559e-01 5.944454309995682584e-01 1.013886422501079493e-01 0.000000000000000000e+00
1.782000000000000171e+02 4.204866449289555441e-01 5.795133550710440673e-01 1.159026710142088135e-01 9.999999999999995559e-01 5.901230332475324580e-01 1.024692416881169271e-01 0.000000000000000000e+00
1.782500000000000000e+02 4.134895069283979208e-01 5.865104930716016352e-01 1.173020986143203381e-01 9.999999999999995559e-01 5.858307356045902026e-01 1.035423160988524771e-01 0.000000000000000000e+00
1.783000000000000114e+02 4.065171797180057722e-01 5.934828202819936172e-01 1.186965640563987234e-01 9.999999999999993339e-01 5.815692416613003068e-01 1.046076895846749649e-01 0.000000000000000000e+00
1.783500000000000227e+02 3.995710626304260771e-01 6.004289373695734788e-01 1.200857874739146847e-01 9.999999999999995559e-01 5.773392360908069509e-01 1.056651909772982900e-01 0.000000000000000000e+00
1.784000000000000057e+02 3.926525434355685462e-01 6.073474565644310097e-01 1.214694913128862019e-01 9.999999999999995559e-01 5.731413846488331298e-01 1.067146538377917592e-01 0.000000000000000000e+00
1.784500000000000171e+02 3.857629982250304623e-01 6.142370017749689826e-01 1.228474003549938076e-01 9.999999999999994449e-01 5.689763343787427319e-01 1.077559164053143725e-01 0.000000000000000000e+00
1.785000000000000000e+02 3.789037915281165958e-01 6.210962084718827381e-01 1.242192416943765365e-01 9.999999999999993339e-01 5.648447139937430306e-01 1.087888215015642701e-01 0.000000000000000000e+00
1.785500000000000114e+02 3.720762758112788893e-01 6.279237241887205556e-01 1.255847448377441222e-01 9.999999999999994449e-01 5.607471338433009933e-01 1.098132165391747933e-01 0.000000000000000000e+00
1.786000000000000227e+02 3.652817909611111857e-01 6.347182090388880926e-01 1.269436418077776185e-01 9.999999999999993339e-01 5.566841861205146236e-01 1.108289534698713857e-01 0.000000000000000000e+00
1.786500000000000057e+02 3.585216642814552657e-01 6.414783357185440682e-01 1.282956671437088247e-01 9.999999999999993339e-01 5.526564448642807825e-01 1.118358887839298321e-01 0.000000000000000000e+00
1.787000000000000171e+02 3.517972104523885979e-01 6.482027895476107915e-01 1.296405579095221694e-01 9.999999999999993339e-01 5.486644660563368969e-01 1.128338834859158035e-01 0.000000000000000000e+00
1.787500000000000000e+02 3.451097315560871515e-01 6.548902684439122934e-01 1.309780536887824587e-01 9.999999999999994449e-01 5.447087882029733041e-01 1.138228029492567017e-01 0.000000000000000000e+00
1.788000000000000114e+02 3.384605169754938969e-01 6.615394830245056035e-01 1.323078966049011096e-01 9.999999999999995559e-01 5.407899322975527889e-01 1.148025169256118305e-01 0.000000000000000000e+00
1.788500000000000227e+02 3.318508427240758341e-01 6.681491572759237219e-01 1.336298314551847555e-01 9.999999999999995559e-01 5.369084021843247845e-01 1.157728994539188178e-01 0.000000000000000000e+00
1.789000000000000057e+02 3.252819714001415896e-01 6.747180285998579663e-01 1.349436057199716044e-01 9.999999999999995559e-01 5.330646846045103970e-01 1.167338288488724285e-01 0.000000000000000000e+00
1.789500000000000171e+02 3.187551521802872156e-01 6.812448478197121737e-01 1.362489695639424458e-01 9.999999999999993339e-01 5.292592492144294614e-01 1.176851876963926485e-01 0.000000000000000000e+00
1.790000000000000000e+02 3.122716207936571120e-01 6.877283792063424439e-01 1.375456758412684777e-01 9.999999999999995559e-01 5.254925491685992212e-01 1.186268627078502225e-01 0.000000000000000000e+00
1.790500000000000114e+02 3.058325996828998306e-01 6.941674003170996698e-01 1.388334800634199451e-01 9.999999999999995559e-01 5.217650212436778512e-01 1.195587446890805650e-01 0.000000000000000000e+00
1.791000000000000227e+02 2.994392973677306724e-01 7.005607026322688835e-01 1.401121405264537656e-01 9.999999999999995559e-01 5.180770862095934737e-01 1.204807284476016455e-01 0.000000000000000000e+00
1.791500000000000057e+02 2.930929082974034205e-01 7.069070917025960243e-01 1.413814183405192049e-01 9.999999999999994449e-01 5.144291490164663028e-01 1.213927127458834521e-01 0.000000000000000000e+00
1.792000000000000171e+02 2.867946128506996262e-01 7.132053871492999297e-01 1.426410774298599859e-01 9.999999999999995559e-01 5.108215987946020942e-01 1.222946003013494903e-01 0.000000000000000000e+00
1.792500000000000000e+02 2.805455773186671942e-01 7.194544226813324173e-01 1.438908845362664723e-01 9.999999999999995559e-01 5.072548091993778208e-01 1.231862977001555448e-01 0.000000000000000000e+00
1.793000000000000114e+02 2.743469541099969322e-01 7.256530458900025682e-01 1.451306091780005247e-01 9.999999999999995559e-01 5.037291389560349941e-01 1.240677152609912515e-01 0.000000000000000000e+00
1.793500000000000227e+02 2.681998813779707946e-01 7.318001186220285392e-01 1.463600237244057078e-01 9.999999999999993339e-01 5.002449319570004826e-01 1.249387670107498932e-01 0.000000000000000000e+00
1.794000000000000057e+02 2.621054827145042343e-01 7.378945172854953771e-01 1.475789034570990643e-01 9.999999999999995559e-01 4.968025177290257832e-01 1.257993705677435681e-01 0.000000000000000000e+00
1.794500000000000171e+02 2.560648671487590899e-01 7.439351328512402439e-01 1.487870265702480599e-01 9.999999999999993339e-01 4.934022114373299850e-01 1.266494471406675038e-01 0.000000000000000000e+00
1.795000000000000000e+02 2.500791291419838802e-01 7.499208708580153981e-01 1.499841741716030907e-01 9.999999999999993339e-01 4.900443140109550511e-01 1.274889214972612650e-01 0.000000000000000000e+00
1.795500000000000114e+02 2.441493487488411718e-01 7.558506512511581343e-01 1.511701302502316269e-01 9.999999999999993339e-01 4.867291129149148854e-01 1.283177217712712925e-01 0.000000000000000000e+00
1.796000000000000227e+02 2.382765915483224528e-01 7.617234084516768533e-01 1.523446816903353818e-01 9.999999999999993339e-01 4.834568821264434435e-01 1.291357794683891391e-01 0.000000000000000000e+00
1.796500000000000057e+02 2.324619082353537314e-01 7.675380917646457135e-01 1.535076183529291427e-01 9.999999999999994449e-01 4.802278827594921862e-01 1.299430293101269673e-01 0.000000000000000000e+00
1.797000000000000171e+02 2.267063345960853293e-01 7.732936654039140878e-01 1.546587330807828176e-01 9.999999999999994449e-01 4.770423631440104950e-01 1.307394092139974040e-01 0.000000000000000000e+00
1.797500000000000000e+02 2.210108915070791435e-01 7.789891084929201348e-01 1.557978216985840270e-01 9.999999999999993339e-01 4.739005588431636773e-01 1.315248602892091223e-01 0.000000000000000000e+00
1.798000000000000114e+02 2.153765850319618314e-01 7.846234149680375580e-01 1.569246829936075116e-01 9.999999999999993339e-01 4.708026933350277221e-01 1.322993266662431111e-01 0.000000000000000000e+00
1.798500000000000227e+02 2.098044065772890210e-01 7.901955934227102851e-01 1.580391186845420681e-01 9.999999999999993339e-01 4.677489781731524188e-01 1.330627554567119231e-01 0.000000000000000000e+00
1.799000000000000057e+02 2.042953324990511021e-01 7.957046675009482595e-01 1.591409335001896519e-01 9.999999999999993339e-01 4.647396135047592858e-01 1.338150966238102202e-01 0.000000000000000000e+00
1.799500000000000171e+02 1.988503240261202121e-01 8.011496759738792051e-01 1.602299351947758521e-01 9.999999999999994449e-01 4.617747883369769935e-01 1.345563029157557933e-01 0.000000000000000000e+00
1.800000000000000000e+02 1.934703272602721624e-01 8.065296727397273102e-01 1.613059345479454509e-01 9.999999999999994449e-01 4.588546805368534653e-01 1.352863298657866475e-01 0.000000000000000000e+00
1.800500000000000114e+02 1.881562732225237344e-01 8.118437267774756272e-01 1.623687453554951143e-01 9.999999999999993339e-01 4.559794571934530083e-01 1.360051357016367757e-01 0.000000000000000000e+00
1.801000000000000227e+02 1.829090781004819588e-01 8.170909218995172640e-01 1.634181843799034639e-01 9.999999999999992228e-01 4.531492752189750228e-01 1.367126811952562859e-01 0.000000000000000000e+00
1.801500000000000057e+02 1.777296429927820720e-01 8.222703570072170676e-01 1.644540714014434135e-01 9.999999999999991118e-01 4.503642814876303024e-01 1.374089296280924521e-01 0.000000000000000000e+00
1.802000000000000171e+02 1.726188537610532925e-01 8.273811462389459859e-01 1.654762292477892083e-01 9.999999999999993339e-01 4.476246133889980605e-01 1.380938466527505126e-01 0.000000000000000000e+00
1.802500000000000000e+02 1.675775810295595802e-01 8.324224189704396704e-01 1.664844837940879230e-01 9.999999999999992228e-01 4.449303988342322436e-01 1.387674002914419669e-01 0.000000000000000000e+00
1.803000000000000114e+02 1.626066802017165080e-01 8.373933197982827981e-01 1.674786639596565485e-01 9.999999999999993339e-01 4.422817563894836379e-01 1.394295609026291183e-01 0.000000000000000000e+00
1.803500000000000227e+02 1.577069916972166919e-01 8.422930083027824200e-01 1.684586016605564840e-01 9.999999999999991118e-01 4.396787960447727239e-01 1.400803009888068329e-01 0.000000000000000000e+00
1.804000000000000057e+02 1.528793408832527234e-01 8.471206591167466105e-01 1.694241318233493110e-01 9.999999999999993339e-01 4.371216192144167789e-01 1.407195951963958191e-01 0.000000000000000000e+00
1.804500000000000171e+02 1.481245378729253714e-01 8.518754621270738792e-01 1.703750924254147647e-01 9.999999999999992228e-01 4.346103193944917953e-01 1.413474201513770789e-01 0.000000000000000000e+00
1.805000000000000000e+02 1.434433775198632188e-01 8.565566224801359763e-01 1.713113244960272064e-01 9.999999999999992228e-01 4.321449822385504680e-01 1.419637544403624108e-01 0.000000000000000000e+00
1.805500000000000114e+02 1.388366394213806920e-01 8.611633605786186418e-01 1.722326721157237395e-01 9.999999999999993339e-01 4.297256855856363966e-01 1.425685786035909008e-01 0.000000000000000000e+00
1.806000000000000227e+02 1.343050880954012316e-01 8.656949119045981300e-01 1.731389823809196260e-01 9.999999999999993339e-01 4.273525001307166837e-01 1.431618749673208568e-01 0.000000000000000000e+00
1.806500000000000057e+02 1.298494730762339566e-01 8.701505269237654883e-01 1.740301053847531088e-01 9.999999999999994449e-01 4.250254895390706000e-01 1.437436276152323500e-01 0.000000000000000000e+00
1.807000000000000171e+02 1.254705287005990211e-01 8.745294712994002850e-01 1.749058942598800681e-01 9.999999999999993339e-01 4.227447109983795692e-01 1.443138222504051216e-01 0.000000000000000000e+00
1.807500000000000000e+02 1.211689740922172742e-01 8.788310259077822817e-01 1.757662051815564452e-01 9.999999999999995559e-01 4.205102154261234904e-01 1.448724461434691413e-01 0.000000000000000000e+00
1.808000000000000114e+02 1.169455131617955640e-01 8.830544868382037560e-01 1.766108973676407401e-01 9.999999999999993339e-01 4.183220474696226487e-01 1.454194881325943378e-01 0.000000000000000000e+00
1.808500000000000227e+02 1.128008347144410645e-01 8.871991652855582000e-01 1.774398330571116400e-01 9.999999999999992228e-01 4.161802459414414290e-01 1.459549385146396427e-01 0.000000000000000000e+00
1.809000000000000057e+02 1.087356126526481809e-01 8.912643873473511391e-01 1.782528774694702167e-01 9.999999999999993339e-01 4.140848441937364233e-01 1.464787889515658803e-01 0.000000000000000000e+00
1.809500000000000171e+02 1.047505057885444735e-01 8.952494942114550547e-01 1.790498988422909998e-01 9.999999999999995559e-01 4.120358704106275582e-01 1.469910323973431243e-01 0.000000000000000000e+00
1.810000000000000000e+02 1.008461578176193807e-01 8.991538421823799254e-01 1.798307684364759962e-01 9.999999999999993339e-01 4.100333479828895955e-01 1.474916630042776011e-01 0.000000000000000000e+00
1.810500000000000114e+02 9.702319731870612252e-02 9.029768026812932114e-01 1.805953605362586312e-01 9.999999999999993339e-01 4.080772955079429720e-01 1.479806761230142709e-01 0.000000000000000000e+00
1.811000000000000227e+02 9.328223781085559496e-02 9.067177621891436834e-01 1.813435524378287367e-01 9.999999999999993339e-01 4.061677270155191199e-01 1.484580682461202061e-01 0.000000000000000000e+00
1.811500000000000057e+02 8.962387799306206770e-02 9.103761220069372939e-01 1.820752244013874588e-01 9.999999999999993339e-01 4.043046525219409770e-01 1.489238368695147419e-01 0.000000000000000000e+00
1.812000000000000171e+02 8.604870161417331464e-02 9.139512983858257833e-01 1.827902596771651678e-01 9.999999999999991118e-01 4.024880781202523905e-01 1.493779804699368885e-01 0.000000000000000000e+00
1.812500000000000000e+02 8.255727743409833896e-02 9.174427225659009810e-01 1.834885445131801962e-01 9.999999999999993339e-01 4.007180064523968577e-01 1.498204983869007856e-01 0.000000000000000000e+00
1.813000000000000114e+02 7.915015922502544043e-02 9.208498407749737824e-01 1.841699681549947565e-01 9.999999999999992228e-01 3.989944367224500521e-01 1.502513908193874592e-01 0.000000000000000000e+00
1.813500000000000227e+02 7.582788580145802260e-02 9.241721141985412835e-01 1.848344228397082456e-01 9.999999999999993339e-01 3.973173648131035351e-01 1.506706587967241162e-01 0.000000000000000000e+00
1.814000000000000057e+02 7.259098124655846695e-02 9.274090187534409502e-01 1.854818037506881789e-01 9.999999999999994449e-01 3.956867838418055561e-01 1.510783040395486110e-01 0.000000000000000000e+00
1.814500000000000171e+02 6.943995484735226986e-02 9.305600451526472305e-01 1.861120090305294350e-01 9.999999999999995559e-01 3.941026842067936742e-01 1.514743289483015676e-01 0.000000000000000000e+00
1.815000000000000000e+02 6.637530104561020772e-02 9.336246989543892649e-01 1.867249397908778419e-01 9.999999999999994449e-01 3.925650540435361435e-01 1.518587364891159641e-01 0.000000000000000000e+00
1.815500000000000114e+02 6.339749944135092408e-02 9.366025005586484653e-01 1.873205001117296820e-01 9.999999999999993339e-01 3.910738792636891392e-01 1.522315301840777013e-01 0.000000000000000000e+00
1.816000000000000227e+02 6.050701481020697575e-02 9.394929851897924067e-01 1.878985970379584702e-01 9.999999999999993339e-01 3.896291436198727198e-01 1.525927140950318062e-01 0.000000000000000000e+00
1.816500000000000057e+02 5.770429730080095521e-02 9.422957026991982676e-01 1.884591405398396424e-01 9.999999999999992228e-01 3.882308291943143419e-01 1.529422927014214284e-01 0.000000000000000000e+00
1.817000000000000171e+02 5.498978241496175340e-02 9.450102175850374486e-01 1.890020435170075008e-01 9.999999999999992228e-01 3.868789164553084192e-01 1.532802708861728813e-01 0.000000000000000000e+00
1.817500000000000000e+02 5.236389095702478208e-02 9.476361090429743506e-01 1.895272218085948812e-01 9.999999999999991118e-01 3.855733846492221950e-01 1.536066538376944512e-01 0.000000000000000000e+00
1.818000000000000114e+02 4.982702903912487880e-02 9.501729709608743857e-01 1.900345941921748882e-01 9.999999999999992228e-01 3.843142118567435817e-01 1.539214470358140907e-01 0.000000000000000000e+00
1.818500000000000227e+02 4.737958809386306341e-02 9.526204119061359998e-01 1.905240823812272000e-01 9.999999999999991118e-01 3.831013750370400039e-01 1.542246562407399990e-01 0.000000000000000000e+00
1.819000000000000057e+02 4.502194504451462881e-02 9.549780549554844900e-01 1.909956109910969091e-01 9.999999999999991118e-01 3.819348504366264496e-01 1.545162873908433876e-01 0.000000000000000000e+00
1.819500000000000171e+02 4.275446230201900011e-02 9.572455376979802644e-01 1.914491075395960418e-01 9.999999999999992228e-01 3.808146136571243234e-01 1.547963465857188914e-01 0.000000000000000000e+00
1.820000000000000000e+02 4.057748772126543862e-02 9.594225122787336524e-01 1.918845024557467305e-01 9.999999999999991118e-01 3.797406399727051851e-01 1.550648400068236898e-01 0.000000000000000000e+00
1.820500000000000114e+02 3.849135460693227373e-02 9.615086453930667965e-01 1.923017290786133704e-01 9.999999999999991118e-01 3.787129043847639598e-01 1.553217739038089962e-01 0.000000000000000000e+00
1.821000000000000227e+02 3.649638172659784574e-02 9.635036182734011412e-01 1.927007236546802171e-01 9.999999999999990008e-01 3.777313816630966659e-01 1.555671545842258197e-01 0.000000000000000000e+00
1.821500000000000057e+02 3.459287345992634322e-02 9.654071265400726576e-01 1.930814253080145315e-01 9.999999999999990008e-01 3.767960466824694654e-01 1.558009883293826336e-01 0.000000000000000000e+00
1.822000000000000171e+02 3.278111978752398098e-02 9.672188802124750406e-01 1.934437760424950192e-01 9.999999999999990008e-01 3.759068744857461120e-01 1.560232813785634720e-01 0.000000000000000000e+00
1.822500000000000000e+02 3.106139626065719528e-02 9.689386037393419304e-01 1.937877207478683750e-01 9.999999999999991118e-01 3.750638405295255162e-01 1.562340398676186071e-01 0.000000000000000000e+00
